feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
seq3	Cestode.present	TRUE	-0.200615286708114	0.0579714802580215	30	28	0.00203079701944106	0.32492752311057
seq44	Sex	M	-0.00943048774295077	0.00298417134483914	30	4	0.00422877416901841	0.338301933521473
seq19	Cestode.present	TRUE	-0.0409899727965637	0.0140741249445489	30	13	0.00763361742948333	0.375170183477271
seq36	Feed.Type	Feed2	-0.00944734904498639	0.00346293740249789	30	7	0.0117240682336647	0.375170183477271
seq36	Sex	M	-0.0107662510412309	0.00391320660510894	30	7	0.011115441604979	0.375170183477271
seq1	Size.class	.L	0.116695697277413	0.0682493724954752	30	21	0.100785513589662	0.435718917544472
seq2	Sex	M	0.209552712457046	0.0987214319374155	30	29	0.0442934961254002	0.435718917544472
seq3	Size.class	.L	-0.0785125613571758	0.0487390380415239	30	28	0.120281886911058	0.435718917544472
seq5	Size.class	.Q	-0.0178203243910782	0.00932074831842759	30	12	0.0678995841147924	0.435718917544472
seq6	Cestode.present	TRUE	0.132519011908752	0.0772546872856197	30	24	0.0991653977411444	0.435718917544472
seq6	Size.class	.Q	-0.0949188659252162	0.0576598663285826	30	24	0.112759732943052	0.435718917544472
seq7	Feed.Type	Feed2	-0.00579212414258328	0.00303632921828751	30	10	0.0684776681598836	0.435718917544472
seq7	Size.class	.L	0.0045208149865126	0.00278543383315933	30	10	0.117649001438451	0.435718917544472
seq10	Cestode.present	TRUE	0.00624301497114139	0.0038180702915306	30	5	0.115072960645533	0.435718917544472
seq14	Sex	M	-0.0201843114047843	0.0111862979579709	30	17	0.0837374145053003	0.435718917544472
seq14	Size.class	.Q	-0.0135661646526916	0.00806173397175456	30	17	0.105383092776526	0.435718917544472
seq19	Size.class	.Q	0.0244998379602874	0.0105043744464877	30	13	0.0283977949450838	0.435718917544472
seq20	Cestode.present	TRUE	0.0141393066870713	0.00651209042509188	30	10	0.0400256174933757	0.435718917544472
seq20	Feed.Type	Feed2	-0.0127939556556598	0.00596813994422021	30	10	0.0423967796935554	0.435718917544472
seq20	Sex	M	-0.0139057640749251	0.00674414866208408	30	10	0.0502050456325059	0.435718917544472
seq25	Sex	M	-0.0317171128706611	0.0149859365247503	30	6	0.0448674749823797	0.435718917544472
seq25	Size.class	.Q	-0.0200485016685984	0.0108000550346553	30	6	0.0757246401873891	0.435718917544472
seq29	Size.class	.L	-0.00140764012495453	0.000834940706808628	30	14	0.104771301570391	0.435718917544472
seq32	Sex	M	-0.0121029103199038	0.0072683327846022	30	15	0.108883834620976	0.435718917544472
seq32	Size.class	.Q	-0.00842326077979577	0.00523813736660684	30	15	0.120898540333528	0.435718917544472
seq41	Sex	M	-0.00982077578124738	0.00474971337464016	30	10	0.0496163553454319	0.435718917544472
seq41	Size.class	.Q	-0.00595513478144228	0.00342302036047138	30	10	0.0947172627200671	0.435718917544472
seq43	Cestode.present	TRUE	0.00415873141667305	0.00255790683358508	30	7	0.117045861162651	0.435718917544472
seq43	Size.class	.Q	-0.00411637546238498	0.00190912126225042	30	7	0.0413089531498616	0.435718917544472
seq44	Feed.Type	Feed2	-0.00656333728163001	0.00264080065489365	30	4	0.0203045198684055	0.435718917544472
seq49	Sex	M	0.00268023414678828	0.00158337587589598	30	4	0.103449635000356	0.435718917544472
seq52	Feed.Type	Feed2	0.00431543488046188	0.00257802588206021	30	7	0.107129488569933	0.435718917544472
seq52	Sex	M	-0.00500081750217222	0.00291323426826684	30	7	0.0989361035208235	0.435718917544472
seq56	Sex	M	-0.00484177975917246	0.00255743804076415	30	9	0.0724403388440234	0.435718917544472
seq56	Size.class	.Q	-0.00306254766444448	0.00183732418153572	30	9	0.108600431579845	0.435718917544472
seq64	Feed.Type	Feed2	-0.000810757424320987	0.000477154240433239	30	4	0.10221841598813	0.435718917544472
seq64	Sex	M	-0.00101402104339327	0.000539196326209142	30	4	0.0722134714632114	0.435718917544472
seq66	Sex	M	-0.0035087755335095	0.00166391755705554	30	5	0.0455900224795189	0.435718917544472
seq66	Size.class	.Q	-0.00211255115491326	0.0011991510280088	30	5	0.0908545483997381	0.435718917544472
seq69	Sex	M	-0.00436414020065839	0.00240640192140154	30	4	0.0824789400477523	0.435718917544472
seq74	Sex	M	-0.00328705055054197	0.00181789034599508	30	5	0.084009228449273	0.435718917544472
seq75	Sex	M	-0.00437731200970797	0.00215228785700735	30	4	0.0539676702247895	0.435718917544472
seq75	Size.class	.Q	-0.00253330546662382	0.00153565077715635	30	4	0.112041542382921	0.435718917544472
seq79	Size.class	.L	0.0031935023517799	0.00192955285241638	30	7	0.111943496268214	0.435718917544472
seq84	Size.class	.L	0.00259661683546468	0.00161685699285316	30	4	0.122545945559383	0.435718917544472
seq86	Sex	M	-0.00218000483296928	0.00139324010344808	30	4	0.131124030014057	0.456083582657591
seq14	Feed.Type	Feed2	0.0150420884470393	0.00989915777602153	30	17	0.141694009014804	0.482362583880184
seq29	Sex	M	0.00154426397950205	0.00102848931540111	30	14	0.146272844610174	0.487576148700579
seq52	Size.class	.Q	-0.00312589818486026	0.00209950778679478	30	7	0.149545071422773	0.488310437298851
seq38	Size.class	.L	0.00552118461790863	0.00377356626831461	30	5	0.156408471914174	0.500507110125358
seq16	Size.class	.Q	-0.0106360324677948	0.00738644393854923	30	14	0.162802336245027	0.502539981680646
seq26	Size.class	.L	-0.00119689258862936	0.000832287835457056	30	16	0.16332549404621	0.502539981680646
seq41	Feed.Type	Feed2	0.00589766547716489	0.00420319235756988	30	10	0.173380937967415	0.513721297681228
seq66	Feed.Type	Feed2	0.00207734566241959	0.00147246054820561	30	5	0.171135245811569	0.513721297681228
seq36	Cestode.present	TRUE	0.00509817319199534	0.00377855776041886	30	7	0.189852794524694	0.542436555784839
seq49	Size.class	.L	-0.0017477299929549	0.00128540467379453	30	4	0.186571496818817	0.542436555784839
seq2	Cestode.present	TRUE	-0.123860657973326	0.0953245433757001	30	29	0.206165105102644	0.558342383814282
seq3	Size.class	.Q	0.0545095007667562	0.0432676374727852	30	28	0.219847313626873	0.558342383814282
seq5	Cestode.present	TRUE	0.0158189279396109	0.0124882616359994	30	12	0.217416942835236	0.558342383814282
seq25	Feed.Type	Feed2	0.0174418949036904	0.0132615947328885	30	6	0.200864469981012	0.558342383814282
seq26	Cestode.present	TRUE	0.00125626171158563	0.00098994481140731	30	16	0.216602939926494	0.558342383814282
seq29	Feed.Type	Feed2	0.00118203215239774	0.000910147221391798	30	14	0.206378246679476	0.558342383814282
seq32	Feed.Type	Feed2	0.00817609454809297	0.00643200934515949	30	15	0.215855275417975	0.558342383814282
seq69	Size.class	.Q	-0.0021268534186685	0.00170532323796655	30	4	0.224396841774351	0.560992104435877
seq10	Feed.Type	Feed2	-0.00412851250906615	0.00349914947877935	30	5	0.249618434404499	0.605135598556361
seq36	Size.class	.Q	0.00333594068767803	0.0028201672032544	30	7	0.248439707909965	0.605135598556361
seq44	Size.class	.Q	0.00249994673347701	0.0021506306732232	30	4	0.256492021416188	0.610629414357779
seq49	Feed.Type	Feed2	0.00161817309803624	0.00140118631500173	30	4	0.259517501102056	0.610629414357779
seq5	Feed.Type	Feed2	-0.0128489861715696	0.0114451256414532	30	12	0.272687815984587	0.614507754331463
seq10	Size.class	.Q	-0.00321748709917684	0.00284965780560173	30	5	0.270024447629164	0.614507754331463
seq86	Size.class	.Q	-0.00112610901907837	0.000989438388991428	30	4	0.266313724632898	0.614507754331463
seq29	Cestode.present	TRUE	0.00108583367982246	0.000993100205632648	30	14	0.285081400060891	0.633514222357536
seq16	Cestode.present	TRUE	0.010727749783988	0.0098966135886186	30	14	0.289142777683273	0.633737594922243
seq44	Cestode.present	TRUE	0.00307987462786894	0.00288148951265188	30	4	0.295771199866011	0.63950529700759
seq6	Sex	M	-0.0838630990700249	0.0800076568177699	30	24	0.30499348312085	0.650652763991147
seq74	Size.class	.Q	-0.00132898630856699	0.00129706163094345	30	5	0.315763462135985	0.664765183444179
seq75	Cestode.present	TRUE	0.00215185710244415	0.00216731405817987	30	4	0.346679343434137	0.720372661681324
seq2	Size.class	.L	-0.0736472946823344	0.0801433140088962	30	29	0.367268394035912	0.747065474526891
seq20	Size.class	.Q	-0.00432046348617513	0.00486036869248105	30	10	0.382871055695032	0.747065474526891
seq26	Sex	M	0.000913073308203246	0.00102522147875357	30	16	0.381979520758385	0.747065474526891
seq64	Size.class	.Q	0.000350317039865113	0.000388587659364832	30	4	0.37627384010815	0.747065474526891
seq79	Size.class	.Q	0.00147791969533753	0.00162836561753891	30	7	0.373167137866434	0.747065474526891
seq1	Size.class	.Q	0.0490755747631825	0.0573447945021705	30	21	0.400652071740949	0.754168605630022
seq25	Cestode.present	TRUE	0.0126197818611925	0.0144702880442888	30	6	0.39178617835755	0.754168605630022
seq84	Size.class	.Q	0.00117869983109307	0.00136659586145683	30	4	0.396993231408981	0.754168605630022
seq49	Size.class	.Q	-0.000960660716027293	0.00114110630136324	30	4	0.408172833286153	0.75939131774168
seq8	Cestode.present	TRUE	0.0729604741501909	0.0870766696435986	30	13	0.41576529679556	0.764625833187236
seq3	Feed.Type	Feed2	-0.0400496606755303	0.0531291619693057	30	28	0.458291530730165	0.771244797203099
seq8	Size.class	.Q	0.047993124286697	0.0597399157621058	30	13	0.42966805890392	0.771244797203099
seq16	Feed.Type	Feed2	0.00676871845137065	0.00906995619151185	30	14	0.462746878321859	0.771244797203099
seq16	Size.class	.L	-0.00644465747087758	0.00832049525095923	30	14	0.44616847194649	0.771244797203099
seq38	Sex	M	-0.00348890652106125	0.00464832119966234	30	5	0.460205475148183	0.771244797203099
seq64	Cestode.present	TRUE	0.000393348357048976	0.000520643213707898	30	4	0.457297497378881	0.771244797203099
seq66	Cestode.present	TRUE	0.00126017715965093	0.00160666410756361	30	5	0.440511753298255	0.771244797203099
seq69	Cestode.present	TRUE	0.00201044547733855	0.00248748263628118	30	4	0.431962030689366	0.771244797203099
seq86	Cestode.present	TRUE	0.00111656935446328	0.00142869590829837	30	4	0.44891409550478	0.771244797203099
seq49	Cestode.present	TRUE	-0.0011095999351219	0.0015288937710868	30	4	0.47500823587648	0.78351873959007
seq2	Size.class	.Q	0.0504526623378929	0.0711464976688753	30	29	0.48507147573364	0.791953429769208
seq52	Size.class	.L	-0.00161475425170846	0.00236500063016913	30	7	0.501289458132794	0.810164780820678
seq7	Size.class	.Q	0.00161905313925867	0.00247274353660592	30	10	0.518848870336527	0.825756947504448
seq74	Cestode.present	TRUE	0.00122165811596353	0.0018305681849398	30	5	0.521259073112183	0.825756947504448
seq26	Feed.Type	Feed2	0.000580449983389666	0.000907255395098441	30	16	0.528371934014602	0.828818720022905
seq19	Sex	M	-0.00895839581638824	0.0145756561593575	30	13	0.544593396645103	0.838864473621278
seq38	Feed.Type	Feed2	-0.00252396050001915	0.00411346677175672	30	5	0.545261907853831	0.838864473621278
seq6	Feed.Type	Feed2	-0.0410532005242676	0.0708016558386538	30	24	0.567430673470919	0.864656264336639
seq7	Cestode.present	TRUE	0.0018908870610567	0.00331306749081608	30	10	0.573484178605229	0.865636496007893
seq10	Size.class	.L	0.00173891275277418	0.00321001072175267	30	5	0.593008563691249	0.870471286152292
seq20	Size.class	.L	0.0029928231153851	0.00547498565752906	30	10	0.589675603652428	0.870471286152292
seq36	Size.class	.L	0.00175853749993953	0.003176790891098	30	7	0.585002221419924	0.870471286152292
seq56	Cestode.present	TRUE	0.00139183399570144	0.00250327977683105	30	9	0.60025362914874	0.873096187852713
seq8	Size.class	.L	0.0363919519790283	0.0702079708063728	30	13	0.609727276773007	0.875740984492606
seq14	Cestode.present	TRUE	0.00542161923170171	0.0108013905793435	30	17	0.620285623534189	0.875740984492606
seq14	Size.class	.L	-0.00452137641645427	0.00908117895221651	30	17	0.623097148115763	0.875740984492606
seq52	Cestode.present	TRUE	0.00139702904840422	0.00281299329759548	30	7	0.623965451450982	0.875740984492606
seq5	Size.class	.L	0.00488598571602669	0.0104994017099513	30	12	0.645869865446948	0.898601551926189
seq32	Size.class	.L	-0.0025864090885735	0.0059005249948847	30	15	0.665063432531295	0.909488454743652
seq44	Size.class	.L	-0.00107195476453754	0.00242258825112474	30	4	0.662101714839888	0.909488454743652
seq38	Cestode.present	TRUE	0.00191540235952302	0.00448837792488972	30	5	0.673367290190679	0.913040393478886
seq8	Feed.Type	Feed2	0.0780403890590478	0.136664176856729	30	13	0.743473336338937	0.921983999860511
seq8	Sex	M	0.0295296022007766	0.0842867278868468	30	13	0.72918721122099	0.921983999860511
seq16	Sex	M	0.00312701553275698	0.0102492792538125	30	14	0.762923201096406	0.921983999860511
seq19	Size.class	.L	0.00362953459557151	0.0118327030467471	30	13	0.761688638913633	0.921983999860511
seq29	Size.class	.Q	-0.00029380891678114	0.000741211014109239	30	14	0.695319501428998	0.921983999860511
seq32	Cestode.present	TRUE	0.00259085052907405	0.00701823798741157	30	15	0.715245678620128	0.921983999860511
seq38	Size.class	.Q	-0.00114958381474203	0.00334994911343684	30	5	0.734462471140521	0.921983999860511
seq41	Size.class	.L	-0.0011586107894548	0.00385587772549084	30	10	0.76639919988405	0.921983999860511
seq43	Feed.Type	Feed2	-0.000728547644501966	0.00234424661676862	30	7	0.758650123736872	0.921983999860511
seq43	Sex	M	0.000947974648763882	0.00264905780223639	30	7	0.723581034614019	0.921983999860511
seq43	Size.class	.L	0.000676240525584324	0.00215053881518795	30	7	0.75589535678987	0.921983999860511
seq66	Size.class	.L	-0.000503393065995603	0.00135078943490767	30	5	0.712668070704155	0.921983999860511
seq69	Size.class	.L	0.000708089261930271	0.00200490731803508	30	4	0.727520584831743	0.921983999860511
seq74	Feed.Type	Feed2	0.00220410588589948	0.00230851703740827	30	5	0.705212139901886	0.921983999860511
seq75	Feed.Type	Feed2	0.00206087025500375	0.00273334581704917	30	4	0.744279045070245	0.921983999860511
seq86	Feed.Type	Feed2	0.00108223891376135	0.0020940369237063	30	4	0.773955405607225	0.924125857441463
seq3	Sex	M	0.0145133730408499	0.0600372930195687	30	28	0.811035759427613	0.941694023513513
seq26	Size.class	.Q	-0.00017301203938722	0.00073885595170928	30	16	0.816845203330365	0.941694023513513
seq56	Feed.Type	Feed2	0.00225631963607163	0.00254695580154832	30	9	0.798776205484561	0.941694023513513
seq64	Size.class	.L	-0.000105932817425762	0.000437726435240702	30	4	0.810830789629782	0.941694023513513
seq69	Feed.Type	Feed2	0.00141947026983439	0.00392563386676321	30	4	0.823982270574324	0.941694023513513
seq74	Size.class	.L	-0.000349702131348355	0.00149916834794331	30	5	0.818385108602762	0.941694023513513
seq2	Feed.Type	Feed2	-0.0187352901969341	0.0873621491484496	30	29	0.832003606927033	0.944117568144151
seq19	Feed.Type	Feed2	-0.00260709328303035	0.0128985228672286	30	13	0.841523806262427	0.948195838042171
seq86	Size.class	.L	0.000197312371101754	0.00115711959091006	30	4	0.866353644606748	0.969346735224334
seq1	Feed.Type	Feed2	0.0170792729282983	0.165024648278974	30	21	0.942039164751388	0.980992052476489
seq1	Sex	M	0.00511850200584653	0.0813235489876083	30	21	0.950336050836599	0.980992052476489
seq5	Sex	M	0.00082267589574233	0.0129332806374526	30	12	0.949808223477007	0.980992052476489
seq6	Size.class	.L	-0.00839538002554102	0.0649512333606291	30	24	0.898231717451583	0.980992052476489
seq7	Sex	M	-0.000401586502921733	0.00343112859727623	30	10	0.907800648382528	0.980992052476489
seq10	Sex	M	-0.000281273446722546	0.0039541271646279	30	5	0.943880446453393	0.980992052476489
seq41	Cestode.present	TRUE	0.000498290911499351	0.0045862813141736	30	10	0.914384860307423	0.980992052476489
seq56	Size.class	.L	-0.000247283089661138	0.00208658437674803	30	9	0.907507973615191	0.980992052476489
seq79	Cestode.present	TRUE	-0.000169168314322422	0.0024108708132924	30	7	0.944845447503933	0.980992052476489
seq79	Feed.Type	Feed2	0.000638058670763439	0.00430038076098586	30	7	0.919520291744247	0.980992052476489
seq84	Feed.Type	Feed2	0.000478282979720468	0.00350743155554329	30	4	0.926666679144051	0.980992052476489
seq84	Sex	M	0.000152628448885152	0.0019333601706731	30	4	0.937735153492794	0.980992052476489
seq75	Size.class	.L	-9.46768008370083e-05	0.00177494267806479	30	4	0.958091818115339	0.982658274990091
seq1	Cestode.present	TRUE	-0.00270170023759968	0.0856000077761589	30	21	0.975143084292574	0.98748666763805
seq79	Sex	M	8.34500958370492e-05	0.002305146405352	30	7	0.971422281376205	0.98748666763805
seq84	Cestode.present	TRUE	-4.26827333323222e-05	0.00201741303965658	30	4	0.983365455781631	0.989550144182774
seq25	Size.class	.L	8.84092699982261e-05	0.012165773865414	30	6	0.994261854581868	0.994261854581868
